name,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31
¼Ò°í±â¹«±¹,71.49898,73.59706,84.41607,71.09453,70.17189,61.1097,65.10364,76.47876,88.67542,81.86299,75.11375,69.57785,62.53791,69.70424,83.8094,88.09403,80.7002,77.09807,74.36804,66.16531,68.93326,83.92315,92.05005,83.15217,76.46612,75.20222,68.73104,72.71233,98.44539,100,91.10212
¼Ò°í±â¹ö¼¸Á×,57.57575,54.54545,45.45454,90.90909,63.63636,60.60606,72.72727,39.39393,78.78787,60.60606,69.69696,84.84848,69.69696,60.60606,72.72727,54.54545,84.84848,57.57575,63.63636,51.51515,69.69696,72.72727,84.84848,100,45.45454,51.51515,51.51515,57.57575,72.72727,90.90909,66.66666
¼Ò°í±âººÀ½,69.23076,76.41025,97.94871,87.17948,80.51282,71.28205,71.28205,90.76923,93.33333,96.41025,100,85.1282,75.89743,78.97435,85.1282,88.20512,90.25641,78.97435,80.51282,73.84615,76.92307,89.74358,77.43589,87.6923,80.51282,81.53846,65.64102,62.5641,84.10256,83.58974,89.74358
¼Ò°í±âººÀ½¹ä,55.4054,65.54054,93.46846,75.9009,85.81081,65.09009,65.99099,82.65765,100,93.46846,92.34234,86.03603,72.97297,78.82882,87.38738,96.17117,90.54054,90.76576,81.75675,65.99099,63.51351,88.06306,90.76576,92.79279,75.9009,72.52252,58.33333,67.11711,81.98198,80.63063,91.21621
¼Ò°í±â»êÀû,100,70.03484,65.15679,40.41811,36.93379,32.05574,35.8885,23.34494,28.91986,23.69337,17.4216,25.0871,15.67944,18.11846,17.4216,21.60278,22.29965,17.4216,14.98257,11.49825,25.78397,22.64808,27.87456,24.73867,22.99651,16.3763,17.4216,22.99651,17.4216,25.78397,18.11846
¼Ò°í±â»þºê»þºê,79.73856,73.8562,69.93464,44.44444,75.81699,81.04575,96.07843,87.58169,100,74.5098,66.01307,67.32026,65.35947,92.15686,85.62091,68.62745,67.32026,66.66666,74.5098,80.39215,68.62745,95.42483,62.0915,67.97385,65.35947,66.01307,73.20261,81.04575,78.43137,63.39869,58.16993
¼Ò°í±â½ºÇÁ,37.83783,37.83783,40.54054,45.94594,89.18918,62.16216,54.05405,64.86486,75.67567,67.56756,54.05405,62.16216,48.64864,51.35135,100,29.72972,56.75675,51.35135,43.24324,51.35135,48.64864,43.24324,32.43243,48.64864,48.64864,40.54054,45.94594,43.24324,48.64864,70.27027,43.24324
¼Ò°í±âÀ°°³Àå,89.45147,97.46835,89.87341,72.57383,89.02953,78.90295,75.94936,88.18565,100,89.45147,72.99578,71.72995,70.04219,72.57383,78.48101,87.76371,72.15189,69.19831,62.86919,69.19831,76.79324,64.13502,78.90295,59.07172,59.49367,76.3713,70.88607,60.75949,70.88607,68.35443,62.44725
¼Ò°í±âÀü°ñ,67.52136,74.35897,67.94871,64.52991,70.51282,61.96581,68.37606,89.31623,78.63247,70.51282,80.34188,74.78632,68.80341,71.36752,87.60683,90.59829,73.93162,73.50427,72.64957,78.20512,100,82.47863,72.64957,79.05982,77.77777,94.87179,67.94871,85.04273,67.09401,66.23931,74.78632
¼Ò³»Àå±¸ÀÌ,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
¼Ò¶ó»êÀû,100,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0
¼ÒºÒ°í±â,84.11811,87.23064,92.33838,80.52673,84.27773,81.32482,78.29209,80.92577,86.91141,91.30087,89.38547,88.90662,79.48922,78.21229,89.22585,98.48363,94.49321,87.15083,89.54509,77.25458,84.67677,79.72865,88.66719,89.7047,82.36233,87.94892,87.62968,78.45171,87.70949,93.93455,100
¼Ò½ÃÁöººÀ½,47.87234,65.95744,58.51063,93.61702,70.21276,50,50,52.12765,79.78723,100,67.02127,69.14893,64.89361,68.0851,78.7234,69.14893,93.61702,75.53191,69.14893,51.06382,57.4468,68.0851,85.10638,69.14893,84.04255,63.82978,47.87234,56.38297,74.46808,85.10638,52.12765
¼Ò½ÃÁö¾ßÃ¤ººÀ½,41.91419,52.14521,73.26732,77.22772,71.28712,60.39603,57.42574,73.92739,95.0495,80.52805,79.20792,81.51815,67.32673,75.24752,84.48844,94.0594,100,84.81848,82.50825,70.62706,58.0858,92.0792,83.82838,89.43894,92.0792,89.76897,67.98679,69.30693,81.84818,96.69966,94.0594
¼ÒÀ¯¶ó¸à,44.1767,51.00401,53.41365,53.41365,44.1767,50.2008,56.22489,67.46987,53.81526,50.2008,100,89.15662,61.44578,78.71485,73.89558,67.87148,75.502,65.86345,64.65863,69.87951,64.25702,69.47791,58.63453,59.83935,58.63453,53.01204,42.57028,63.45381,61.44578,50.2008,62.24899
¼ÒÅÁ,62.85714,42.85714,78.57142,60,62.85714,55.71428,35.71428,52.85714,58.57142,72.85714,92.85714,80,45.71428,58.57142,58.57142,70,100,87.14285,62.85714,64.28571,65.71428,52.85714,50,65.71428,54.28571,50,47.14285,37.14285,54.28571,62.85714,71.42857
¼ÛÀÌ¹ö¼¸µ¤¹ä,20.83333,0,0,0,0,0,0,25,0,0,37.5,37.5,45.83333,62.5,37.5,100,20.83333,37.5,0,25,45.83333,29.16666,0,0,0,25,0,20.83333,25,25,0
¼ö¶õ,100,86.06356,81.41809,74.08312,82.88508,74.81662,71.88264,90.46454,87.77506,69.19315,68.94865,73.34963,74.32762,85.81907,85.57457,81.17359,65.77017,70.17114,77.99511,65.52567,81.66259,77.50611,64.79217,73.34963,72.12713,76.03911,75.06112,81.17359,81.66259,70.90464,71.88264
¼öÀ°,59.9734,60.90425,65.95744,57.77925,66.48936,73.67021,73.0718,78.45744,86.17021,66.75531,72.53989,68.61702,74.93351,88.82978,87.30053,74.73404,79.65425,73.93617,77.39361,80.31914,85.17287,86.10372,76.99468,74.66755,80.65159,80.31914,90.625,97.87234,100,89.02925,88.6968
¼öÁ¦ºñ,79.98124,85.41959,89.1233,63.05672,63.05672,59.21237,91.04547,100,93.20206,59.86872,56.30567,58.27473,54.99296,85.09142,89.73277,61.22831,57.33708,56.77449,81.20018,60.71261,74.02719,89.73277,56.35255,61.13455,57.47773,60.52508,53.72714,67.60431,79.18424,58.0872,58.36849
¼÷ÁÖ³ª¹°,64.21499,67.46817,81.32956,82.4611,80.90523,71.00424,65.48797,71.57001,86.42149,98.86845,84.58274,68.8826,52.89957,65.9123,76.23762,89.39179,100,91.37199,77.65205,63.9321,68.59971,82.88543,94.76661,69.58981,66.9024,83.87553,65.48797,60.82036,73.26732,78.92503,75.67185
¼÷ÁÖ¹Ì³ª¸®³ª¹°,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
¼ø´ë,56.7581,59.55112,75.61097,64.6384,71.97007,61.94513,60.5985,75.61097,72.5187,67.53117,70.02493,69.82543,66.53366,72.01995,77.45635,65.83541,71.67082,66.33416,70.62344,85.38653,81.89526,100,74.91271,79.95012,76.50872,71.22194,61.09725,64.88778,73.21695,68.6783,68.0798
¼ø´ë±¹,97.96687,92.62174,88.40793,55.27135,66.56828,68.58501,87.35858,99.5409,95.60583,60.53451,62.07575,60.76405,64.64994,77.01262,86.63715,63.19068,62.19052,59.50155,61.4199,66.20757,76.96343,100,65.40416,64.24003,60.63289,60.76405,58.78012,73.07755,89.09657,61.78061,61.69863
¼ø´ëººÀ½,35.05993,40.71061,46.74657,39.89726,46.4041,46.66095,50.21404,51.45547,54.75171,47.77397,51.62671,49.82876,51.96917,55.39383,53.08219,51.66952,50.89897,50.17123,57.57705,63.78424,77.52568,100,78.29623,80.00856,72.64554,84.58904,75.08561,71.74657,76.5839,63.39897,68.19349
¼ø´ëÀü°ñ,82.92682,82.92682,73.17073,47.56097,56.91056,56.09756,57.31707,100,74.39024,64.63414,53.65853,41.05691,49.59349,65.44715,82.11382,59.75609,61.38211,50,65.85365,68.69918,83.73983,92.27642,58.53658,50.813,63.41463,59.75609,61.78861,68.29268,88.21138,49.59349,56.50406
¼øµÎºÎÂî°³,70.02639,79.43364,89.80081,82.64938,82.62538,75.08999,75.04199,93.6885,100,91.62467,86.80105,82.07343,71.41828,75.40196,95.75233,94.38444,89.08087,85.84113,84.32925,75.95392,77.36981,93.42452,90.35277,89.20086,80.58555,78.16174,71.75425,72.13822,88.55291,93.28053,83.92128
½¡ºÒ°¥ºñ»ï°¢±è¹ä,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
½ºÅ©·¥ºíµå¿¡±×,70,70,60,60,0,50,70,50,90,100,70,0,0,0,0,0,80,70,100,0,0,100,80,70,70,90,0,0,80,50,60
½ºÅ×ÀÌÅ©,79.01861,78.00338,77.32656,61.30851,68.69712,68.30231,72.08121,90.29892,94.30344,73.71686,76.08573,68.1331,73.99887,83.07952,88.15566,73.94247,73.09644,77.32656,76.76254,76.02932,74.50648,92.72419,74.28087,73.66046,71.5736,77.89058,81.38747,100,95.76988,84.77157,83.47433
½ºÆÄÀÌ½Ã¾¾Çªµå¸®Á¶¶Ç,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
½ºÆÔ±¸ÀÌ,77.77777,88.88888,100,77.77777,71.42857,77.77777,60.31746,92.06349,93.65079,79.36507,93.65079,71.42857,66.66666,57.14285,63.49206,88.88888,77.77777,69.84126,76.19047,38.09523,68.25396,52.38095,84.12698,57.14285,79.36507,55.55555,53.96825,52.38095,63.49206,79.36507,71.42857
½Ã±ÝÄ¡³ª¹°,12.39067,14.8688,24.48979,21.13702,24.05247,24.19825,21.86588,23.76093,36.29737,36.29737,34.98542,37.60932,36.00583,39.94169,43.00291,48.3965,54.51895,60.64139,53.64431,45.33527,50.87463,64.72303,70.84548,72.88629,74.05247,82.36151,75.94752,66.32653,100,93.00291,94.89795
½Ã¿À¶ó¸à,42.21311,68.85245,64.34426,48.77049,51.2295,87.29508,100,99.59016,75.40983,72.95081,70.4918,58.19672,58.60655,68.03278,54.50819,43.44262,57.78688,65.57377,56.96721,72.13114,52.45901,43.85245,41.80327,40.57377,43.03278,40.9836,40.16393,45.90163,44.67213,42.21311,38.93442
½Ò±¹¼ö,96.45205,98.35583,99.68847,68.17237,76.60089,73.6587,83.59293,100,99.01349,74.12599,79.37002,76.3586,74.57597,85.41017,92.35029,75.3721,78.15853,75.70093,76.08168,74.97403,80.71997,89.51194,69.19349,74.31637,71.87608,75.54517,73.84908,76.87781,90.4119,72.86258,74.42021
¾Æ±¸ÅÁ,57.3913,47.3913,49.56521,26.95652,38.26086,49.56521,43.04347,51.73913,87.3913,60.86956,59.56521,50.86956,63.47826,79.56521,73.04347,70.43478,54.7826,49.56521,54.34782,50.86956,70,66.08695,100,90,64.7826,68.26086,76.95652,88.26086,97.82608,54.34782,70.86956
¾Æ±ÍÁö¸®,0,0,0,29.41176,100,0,41.17647,0,0,0,0,0,35.29411,0,0,0,0,0,58.82352,0,0,0,35.29411,52.94117,0,47.05882,0,0,29.41176,0,0
¾Æ±ÍÂò,64.91994,54.58515,47.30713,40.75691,33.18777,40.46579,43.95924,55.89519,53.12954,41.63027,41.92139,40.17467,55.74963,71.61572,68.70451,45.41484,49.19941,46.57933,52.25618,44.68704,48.03493,55.60407,70.74235,42.64919,43.95924,46.2882,100,65.64774,60.40756,42.79475,41.77583
¾Ë¹ä,66.53992,66.92015,76.04562,82.88973,73.38403,69.58174,65.01901,95.43726,81.74904,98.09885,91.63498,85.93155,87.07224,82.5095,94.6768,100,86.69201,94.6768,76.42585,76.04562,71.48288,87.07224,84.79087,91.25475,78.70722,85.55133,68.44106,71.10266,69.58174,77.18631,80.60836
¾ËÅÁ,69.54474,74.4113,76.45211,66.71899,81.0047,83.35949,72.99843,91.36577,86.18524,84.92935,91.0518,81.94662,79.27786,88.54003,93.2496,80.37676,85.87127,86.49921,85.08634,98.43014,91.83673,100,88.38304,93.56357,86.34222,84.92935,74.72527,82.88854,88.22605,79.12087,85.08634
¾ÖÈ£¹ÚººÀ½,39.10737,53.07114,79.62881,76.13787,77.11003,60.27397,59.30181,68.6699,89.3946,90.94122,80.95448,77.68448,63.72072,66.28369,85.3292,98.45338,88.73177,84.22448,81.17543,65.79761,64.11842,91.38311,100,91.95757,79.05435,77.11003,63.10207,60.09721,88.9969,92.17852,77.33097
¾ÖÈ£¹ÚÀü,62.96583,71.73913,86.49068,71.97204,74.76708,69.40993,65.21739,80.59006,88.74223,82.53105,79.27018,71.04037,66.77018,81.0559,88.43167,93.94409,90.52795,82.84161,100,71.81677,73.21428,95.10869,92.08074,90.76086,88.97515,87.96583,76.24223,73.059,91.77018,96.66149,94.09937
¾ÖÈ£¹ÚÂò,20.37037,38.88888,44.44444,40.74074,27.77777,51.85185,48.14814,37.03703,57.4074,61.11111,53.7037,100,44.44444,66.66666,79.62962,77.77777,72.22222,64.81481,66.66666,50,51.85185,48.14814,57.4074,61.11111,38.88888,50,57.4074,38.88888,51.85185,53.7037,35.18518
¾ç¹Ì¸®Á¶¸²,15.21739,13.04347,13.04347,13.04347,20.65217,25,25,26.08695,17.3913,8.69565,18.47826,42.3913,29.34782,26.08695,44.56521,45.65217,26.08695,31.52173,27.17391,29.34782,40.21739,44.56521,67.3913,56.52173,64.13043,100,51.08695,68.47826,84.7826,65.21739,76.08695
¾ç¼ÛÀÌ½ºÇÁ,63.54916,70.7434,80.81534,74.10071,82.73381,80.09592,82.01438,94.72422,96.64268,87.76978,88.00959,88.72901,83.45323,88.72901,99.52038,98.80095,95.92326,89.92805,87.52997,89.44844,93.04556,100,94.72422,91.84652,79.37649,90.64748,83.93285,83.93285,88.4892,82.73381,87.05035
¾çÆÄ¸µÆ¢±è,44.44444,55.55555,66.66666,33.33333,55.55555,44.44444,50,44.44444,66.66666,50,61.11111,33.33333,38.88888,44.44444,38.88888,44.44444,66.66666,61.11111,100,27.77777,0,50,33.33333,27.77777,0,55.55555,33.33333,0,44.44444,27.77777,44.44444
¾çÆÄººÀ½,42.9752,65.28925,79.61432,84.02203,69.146,62.53443,57.57575,95.86776,91.46005,92.2865,90.08264,69.42148,65.84022,78.78787,100,79.33884,84.84848,68.59504,74.65564,65.84022,61.98347,84.84848,77.13498,73.55371,64.4628,72.1763,61.15702,58.67768,75.20661,72.45179,63.08539
¾çÆÄ½ºÇÁ,50.4065,65.85365,65.85365,47.96747,54.47154,44.71544,66.66666,100,99.18699,67.47967,47.15447,56.09756,42.27642,77.23577,67.47967,52.03252,59.34959,65.85365,73.17073,64.22764,74.79674,69.10569,71.54471,68.29268,49.59349,72.35772,51.21951,55.28455,69.91869,67.47967,54.47154
¾î¹¬±¹,39.66101,42.71186,53.8983,64.40677,80.33898,63.05084,54.57627,64.74576,74.91525,75.25423,71.18644,79.32203,65.08474,68.13559,81.35593,92.20338,94.57627,83.05084,97.62711,75.59322,69.15254,86.10169,99.66101,91.18644,94.91525,89.8305,72.20338,78.30508,83.38983,98.64406,100
¾î¹¬ººÀ½,40.87864,52.0225,72.14036,69.43477,69.94374,59.25529,57.83552,70.77417,93.678,84.75756,83.06991,77.20332,62.36271,69.89016,91.61532,94.77631,91.85641,80.12322,79.82855,63.43423,73.47977,98.15162,94.56201,90.24912,81.81087,81.40905,67.85427,71.28315,99.03562,100,93.49049
¾î¹¬Á¶¸²,13.13559,16.94915,35.16949,30.9322,22.45762,23.30508,35.16949,36.01694,47.45762,41.10169,42.79661,41.10169,29.66101,38.98305,42.37288,38.98305,46.61016,45.76271,50.84745,34.74576,35.16949,48.72881,46.61016,44.06779,39.40677,65.67796,75.42372,69.06779,100,81.77966,77.9661
¾îÀ°¼Ò½ÃÁöÀü,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
¾îÁ×,92.80261,78.9531,62.05016,37.29552,37.62268,37.84078,54.74372,76.66303,62.81352,41.22137,40.23991,37.73173,42.74809,57.14285,65.7579,43.29334,39.25845,42.96619,39.3675,41.87568,78.08069,100,47.00109,51.03598,48.5278,47.54634,44.82006,59.76008,80.91603,39.1494,34.56924
¾îÅÁ,100,88.09523,70.37037,41.53439,53.96825,45.50264,47.88359,82.80423,88.35978,44.44444,54.2328,43.38624,46.03174,61.37566,73.28042,46.82539,48.94179,54.49735,51.32275,55.02645,73.54497,84.92063,54.7619,45.50264,49.73544,51.32275,65.87301,55.02645,67.46031,51.0582,51.32275
¾ó°¥ÀÌ°ÑÀýÀÌ,46.04863,58.05471,59.27051,61.55015,62.462,54.86322,68.23708,95.28875,100,84.04255,92.40121,76.13981,75.37993,87.08206,94.07294,86.62613,82.06686,73.7082,72.03647,62.462,82.52279,92.24924,82.21884,78.41945,74.62006,71.88449,65.80547,85.56231,91.18541,86.32218,75.68389
¿¬±ÙÁ¶¸²,45.58503,54.98042,82.73162,78.86037,77.55545,78.59939,77.77294,81.03523,100,95.91126,89.69117,84.64549,83.07959,83.73205,91.90952,95.47629,93.38842,89.82166,98.3906,77.94693,79.20835,92.86646,91.77903,91.82253,86.86385,88.25576,81.07872,77.29447,92.99695,95.38929,88.86472
¿¬¾î±¸ÀÌ,76.08695,93.47826,90.71146,90.90909,82.41106,74.90118,84.58498,78.45849,100,93.28063,91.89723,89.52569,76.28458,94.4664,96.83794,97.2332,91.10671,86.166,81.02766,67.98418,67.19367,85.77075,86.75889,80.43478,72.33201,68.57707,69.96047,71.93675,87.94466,93.083,75.49407
¿¬¾î·Ñ,46.875,68.75,70.3125,56.25,76.5625,59.375,78.125,62.5,87.5,78.125,67.1875,93.75,95.3125,79.6875,65.625,43.75,40.625,84.375,51.5625,62.5,68.75,53.125,54.6875,57.8125,57.8125,76.5625,68.75,81.25,84.375,67.1875,100
¿¬ÀÙ¹ä,100,88.98305,83.05084,69.66101,63.05084,55.9322,58.98305,77.28813,78.30508,68.30508,68.13559,64.57627,61.52542,70.67796,76.77966,62.71186,65.08474,70.33898,86.61016,53.22033,66.94915,71.01694,56.10169,62.20338,63.8983,75.76271,55.42372,60.67796,74.23728,58.81355,62.71186
¿¬Æ÷ÅÁ,92.91417,75.2495,73.65269,52.79441,62.07584,57.18562,67.76447,84.23153,73.95209,54.09181,68.06387,70.35928,76.7465,82.53493,96.90618,94.31137,72.25548,71.45708,74.85029,74.35129,87.12574,83.53293,67.66467,81.33732,73.65269,83.13373,88.12375,95.70858,100,75.2495,76.4471
¿­¹«³ª¹°,68.99999,83,100,87,92,45,36,48,55,64,59,40,39,31,61,68,61,33,48,29,32,29,38,47,39,31,24,17,24,39,17
¿­¹«³Ã¸é,65.38461,61.53846,84.61538,88.46153,57.6923,73.07692,57.6923,84.61538,100,38.46153,23.07692,53.84615,57.6923,73.07692,96.15384,46.15384,34.61538,69.23076,61.53846,34.61538,34.61538,57.6923,57.6923,46.15384,42.30769,23.07692,69.23076,80.76923,61.53846,26.92307,34.61538
¿µ¾çµ¹¼Ü¹ä,100,78.84615,78.84615,48.07692,44.23076,46.15384,48.07692,75,96.15384,34.61538,42.30769,25,69.23076,80.76923,65.38461,28.84615,57.6923,48.07692,75,38.46153,98.07692,50,57.6923,57.6923,42.30769,57.6923,55.76923,55.76923,90.38461,65.38461,34.61538
¿À°ã»ì±¸ÀÌ,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
¿À°î¹ä,37.40458,56.48854,64.88549,55.72519,100,48.85496,60.30534,52.67175,58.01526,68.70229,67.93893,69.46564,71.75572,45.80152,51.90839,96.94656,66.41221,57.2519,63.35877,61.83206,58.77862,80.91603,74.0458,70.99236,66.41221,58.77862,62.59541,71.75572,81.67938,86.25954,84.73282
¿À¸®°í±â±¸ÀÌ,60,73.33333,0,93.33333,40,73.33333,46.66666,93.33333,80,66.66666,0,0,0,93.33333,100,73.33333,66.66666,53.33333,60,33.33333,73.33333,66.66666,40,53.33333,46.66666,60,33.33333,86.66666,80,66.66666,66.66666
¿À¸®°í±â·Î½º,0,50,40,30,40,0,35,75,35,55,25,40,60,65,60,55,35,40,0,40,100,80,55,25,65,40,40,30,70,45,90
¿À¸®¹é¼÷,93.04635,83.11258,70.64017,38.30022,42.05298,56.40176,75.05518,87.63796,78.03532,48.23399,52.98013,53.0905,52.53863,81.6777,80.7947,57.72626,49.33774,52.86975,57.28476,60.15452,100,89.95584,51.65562,52.53863,48.78587,51.3245,60.37527,92.71523,90.06622,55.51876,59.93377
¿À¸®ººÀ½,50,53.84615,100,69.23076,76.92307,100,73.07692,53.84615,53.84615,96.15384,84.61538,92.30769,69.23076,73.07692,100,88.46153,92.30769,65.38461,42.30769,65.38461,92.30769,76.92307,100,69.23076,96.15384,96.15384,38.46153,42.30769,96.15384,65.38461,100
¿À¸®ºÒ°í±â,81.86915,84.48598,77.94392,50.6542,53.27102,53.64485,61.30841,76.82242,82.80373,64.48598,62.4299,64.48598,61.49532,65.79439,96.44859,72.89719,63.5514,60.18691,57.57009,53.83177,88.59813,100,81.12149,59.25233,62.24299,68.41121,55.88785,70.6542,88.59813,69.15887,67.85046
¿À¸®Á×,63.15789,47.36842,26.31578,0,36.8421,36.8421,57.89473,47.36842,52.63157,63.15789,26.31578,42.10526,31.57894,63.15789,57.89473,36.8421,47.36842,36.8421,36.8421,52.63157,68.42105,26.31578,36.8421,57.89473,0,47.36842,36.8421,100,89.47368,47.36842,0
¿À¸®ÅÁ,89.32806,62.64822,72.9249,55.13833,58.89328,53.35968,75.09881,94.4664,72.13438,60.86956,65.61264,65.41501,73.51778,62.45059,89.32806,84.58498,92.09486,78.45849,74.50592,84.38735,92.68774,100,90.71146,77.47035,68.97233,73.51778,79.05138,86.56126,89.13043,72.9249,77.47035
¿À¹Ç¶óÀÌ½º,64.78342,68.17325,91.24293,78.24858,71.37476,63.8418,67.89077,93.50282,100,81.54425,80.79096,81.54425,70.43314,78.62523,92.37288,86.25235,87.57062,85.31073,77.02448,65.63088,78.53107,85.02824,90.20715,86.06403,81.9209,78.53107,64.21845,68.83239,86.25235,83.33333,86.25235
¿ÀÀÌ³Ã±¹,87.20379,100,92.89099,90.04739,69.19431,59.71563,60.18957,69.66824,76.77725,84.83412,65.40284,83.41232,71.56398,69.19431,78.67298,69.66824,54.02843,63.03317,61.61137,49.76303,40.28436,62.55924,74.40758,67.77251,63.03317,53.08056,50.7109,58.29383,60.6635,54.9763,64.9289
¿ÀÀÌ»ýÃ¤,24.39024,21.95121,46.34146,34.14634,46.34146,26.82926,21.95121,36.58536,36.58536,51.21951,34.14634,70.7317,39.02439,21.95121,53.65853,90.2439,100,48.78048,48.78048,14.63414,31.70731,41.46341,75.60975,53.65853,53.65853,36.58536,56.09756,26.82926,48.78048,90.2439,70.7317
¿ÀÀÌÁö¹«Ä§,60.16311,69.51066,90.84065,70.57716,69.88707,64.05269,68.31869,76.85069,100,77.28983,74.84316,69.25972,61.16687,64.93099,85.069,75.15683,68.06775,66.12296,63.61355,52.57214,57.08908,74.40401,67.12672,65.93475,58.40652,57.08908,56.5872,60.79046,75.21957,67.25219,60.66499
¿ÀÀÏ½ºÆÄ°ÔÆ¼,39.28571,35.71428,67.85714,42.85714,42.85714,28.57142,32.14285,85.71428,100,46.42857,35.71428,28.57142,17.85714,64.28571,64.28571,57.14285,46.42857,42.85714,42.85714,39.28571,60.71428,82.14285,42.85714,25,53.57142,28.57142,46.42857,35.71428,78.57142,17.85714,53.57142
¿ÀÂ¡¾î±¹,65.66666,65.83333,90.5,82.83333,73.83333,68,72,81.83333,100,92.5,84.33333,83,67.33333,70.66666,87,89.16666,91.16666,98,89,77,75.66666,93.66666,92.5,97.5,82.16666,86.83333,73.83333,74,83.16666,94.66666,87.5
¿ÀÂ¡¾îµ¤¹ä,51.64319,64.78873,76.52582,61.97183,76.52582,78.40375,67.60563,71.3615,90.14084,97.65258,100,69.95305,77.93427,73.70892,90.61032,84.50704,96.71361,86.85446,91.54929,63.84976,66.66666,76.9953,92.95774,92.01877,91.54929,65.72769,87.32394,64.31924,79.8122,84.97652,98.59154
¿ÀÂ¡¾î¹«Ä§,66.34304,67.96116,72.4919,77.6699,72.4919,71.19741,71.52103,71.52103,64.40129,66.34304,85.76051,81.55339,66.01941,72.81553,79.93527,78.64077,90.29126,87.05501,86.08414,80.25889,85.76051,70.87378,92.55663,93.20388,81.87702,100,78.31715,64.40129,63.75404,74.43365,72.16828
¿ÀÂ¡¾îººÀ½,62.87154,69.59847,87.45002,75.42151,77.55953,66.45228,69.82443,83.99096,95.53276,85.05127,87.05023,82.94802,73.66591,74.79575,100,96.01946,94.05527,89.17086,89.29254,74.3612,74.51764,93.02972,90.05736,91.86511,86.26803,83.60855,72.29271,69.70276,88.92751,89.27516,82.72205
¿ÀÂ¡¾îººÀ½,62.87154,69.59847,87.45002,75.42151,77.55953,66.45228,69.82443,83.99096,95.53276,85.05127,87.05023,82.94802,73.66591,74.79575,100,96.01946,94.05527,89.17086,89.29254,74.3612,74.51764,93.02972,90.05736,91.86511,86.26803,83.60855,72.29271,69.70276,88.92751,89.27516,82.72205
¿ÀÂ¡¾î»êÀû,100,60,93.33333,40,46.66666,40,53.33333,0,40,33.33333,0,0,0,33.33333,0,0,0,40,46.66666,0,0,46.66666,0,53.33333,33.33333,0,53.33333,46.66666,73.33333,0,0
¿ÀÂ¡¾î¼ø´ë,97.64705,90.84967,72.15686,78.16993,67.84313,65.49019,63.66013,71.63398,83.26797,66.79738,67.84313,71.24183,84.31372,81.30718,86.01307,100,86.14379,67.84313,77.12418,70.84967,77.2549,83.39869,79.73856,81.4379,70.98039,62.74509,72.4183,72.28758,68.62745,64.70588,62.87581
¿ÀÂ¡¾îÁ¶¸²,35.71428,57.14285,78.57142,57.14285,98.21428,60.71428,51.78571,44.64285,85.71428,82.14285,60.71428,66.07142,48.21428,60.71428,69.64285,87.5,82.14285,100,89.28571,51.78571,60.71428,51.78571,67.85714,50,75,82.14285,50,60.71428,67.85714,80.35714,71.42857
¿ÀÂ¡¾îÂî°³,66.04477,79.85074,85.82089,82.46268,84.70149,79.47761,70.14925,90.67164,100,81.34328,79.47761,97.38805,67.91044,66.41791,94.02985,83.95522,88.0597,75,78.3582,81.34328,77.61194,83.58208,82.08955,80.59701,77.61194,75,69.40298,59.70149,75,78.3582,68.28358
¿ÀÂ¡¾îÃ¤¹«Ä§,62.01716,78.32618,90.34334,59.01287,69.52789,69.52789,76.60944,83.69098,89.48497,82.18884,72.53218,72.103,69.3133,76.60944,98.71244,81.54506,71.24463,68.24034,77.6824,68.66952,76.18025,100,76.60944,77.89699,70.17167,70.17167,70.60085,73.60515,89.69957,79.18454,63.51931
¿ÀÂ¡¾îÃ¤ººÀ½,61.27409,64.37552,88.3487,69.74015,65.21374,74.93713,78.54149,84.49287,100,80.72087,73.67979,71.8357,70.07544,77.78709,91.3663,74.51802,71.66806,68.8181,76.36211,66.63872,72.33864,98.99413,77.20033,71.75188,66.05196,72.17099,65.54903,72.42246,98.1559,71.58424,70.57837
¿ÀÂ¡¾îÃ¤Á¶¸²,0,0,0,0,44.44444,0,0,0,44.44444,0,27.77777,38.88888,33.33333,44.44444,33.33333,33.33333,44.44444,0,0,0,33.33333,0,38.88888,0,0,33.33333,0,100,38.88888,27.77777,0
